id,name,address,reviewcnt,rate,price,phone,cuisine,score
hMAGdqCFnnFOkW3TBebkzA,Number One Chinese Kitchen,209 Port Richmond Ave Staten Island NY 10302,7,3.5,1,(718) 816-1836,Chinese,0
hMTG973Y4QX1XhEC6SCTKw,Lima Mill Basin,6620 Avenue U Brooklyn NY 11234,128,4,2,(718) 241-5462,Peruvian,0
hMU_8gqpCw-4o1XyxPnebg,Nonna's Pizzeria,27 Brower Ct Staten Island NY 10308,93,4,1,(718) 227-8108,Pizza,0
hMWD1aDIneOYZwVsMJoo9w,Porky's Pizza,4418 E 7th St Long Beach CA 90804,81,4,2,(562) 433-8888,Pizza,0
hMWo5pJqSYTcc9dNmR1QMg,Tacoway Beach,302 Beach 87th St Rockaway Beach NY 11693,162,4,1,,Mexican,0
hMpY9PP_ZJGVNSD2PqCprg,El Sauz Restaurant,1616 E Anaheim St Long Beach CA 90813,241,4,1,(562) 591-8060,Mexican,0
hN2hG9kQpSruI9znp7OtoQ,The Gallery Four Italian Restaurant & Pizzeria,93 Broadway Lynbrook NY 11563,66,4.5,2,(516) 593-2539,Pasta Shops,0
hO0MALpkuawOsCVXvh9yOQ,Gong Ho,96 Elizabeth St Manhattan NY 10013,1,4,0,,Chinese,0
hOuETUkoGbMDyA4w9fmdmg,Craft House,60 Vanduzer St Tompkinsville NY 10301,262,4.5,2,(718) 442-3433,Bars,0
hPCkyFEXWgGL3e-_YVPvwQ,PizzaRev,7551B Carson Blvd Long Beach CA 90808,200,4,1,(562) 420-7908,Pizza,0
hPHGIEDG1Dv1_s3oH8k58w,Dominik Pizza,65 1/2 1/2 Glen St Glen Cove NY 11542,24,4,1,(516) 674-4743,Pizza,0
hPJ7x8rfSsJ4ObgHeAK5kg,Greenwood Park,555 7th Ave Brooklyn NY 11215,363,3.5,2,(718) 499-7999,Lounges,0
hPUrM1JgVqg4LuZdjCZbIw,Ten Ren Tea & Ginseng,13518 Roosevelt Ave Flushing NY 11354,264,4,1,(718) 461-9305,Coffee & Tea,0
hQLy5oqrE4WE98Nu656PQQ,Boiling Pot,124 Main St 2nd Fl Fort Lee NJ 07024,245,4,2,(201) 461-0444,Cajun/Creole,0
hQN73yiwJkGhsh1eMJb_Ew,Los Compadres,3229 E Anaheim St Long Beach CA 90804,1369,4,2,(562) 961-0061,Mexican,0
hQ_30fLwyyyJZnKFOlONYA,Yelp's Fit Club: CycleBar,950 Franklin Ave Garden City NY 11530,14,5,0,,Cycling Classes,0
hQmH1FWXBWaIBD1tEV9_Hg,The Rum House,228 W 47th St New York NY 10036,459,4,2,(646) 490-6924,Lounges,0
hR-J44CnkNZNMahq381Kpg,Dunkin' Donuts,2679 Rt 206 Mount Holly NJ 08060,3,1,1,(609) 267-3996,Coffee & Tea,0
hR9s1JrHEfLrmXcA3JasXQ,Uncle Fung Borneo Eatery,5716 E 7th St Ste A Long Beach CA 90803,221,4.5,1,(562) 494-3888,Indonesian,0
hRQ4Jwqr4ixUMokpPoob-w,Blind Barber,339 E 10th St New York NY 10009,387,3.5,2,(212) 228-2123,Barbers,0
hRZyaQ80R9s9ztEBDJqiuw,Essex,120 Essex St New York NY 10002,1735,3.5,2,(212) 533-9616,Bars,0
hSbRiZbcwatQVfjaqPkPHA,Appetit Bistro,540 A Willet Ave Port Chester NY 10573,67,4.5,2,(914) 690-2000,French,0
hSfJ5n_jAduyLV2uxPcEaQ,Mimmo's Brick Oven Pizza and Trattoria,15 Giffords Ln Staten Island NY 10308,42,4.5,2,(718) 967-6560,Pizza,0
hSgD7ERSw0DE2RMzLGFiHg,Daddy Greens,352 Malcolm X Blvd Brooklyn NY 11233,305,4,1,(718) 484-2142,Pizza,0
hSiTqxKKgvQSI5x5VdMjoQ,Top Thai Restaurant,8510 4th Ave Brooklyn NY 11209,249,3.5,2,(718) 333-5811,Thai,0
hSkeb_lmfxnoqg7EVo19Vw,Taco Mix,234 E 116th St New York NY 10029,295,4,1,(212) 289-2963,Mexican,0
hT229QtA--o0F591IUE7SQ,McDonald's,52 Fulton St New York NY 10038,25,1.5,1,(212) 528-2930,Fast Food,0
hUVej-XbpffKfZyGqIcvxg,Louisiana Charlie's,429 Shoreline Village Dr Ste H Long Beach CA 90802,536,3,2,(562) 432-6737,Cajun/Creole,0
hUYAAlGz2VsOKa0zXQr2dA,Hyacinth's Haven,2374 Adam Clayton Powell Jr Blvd New York NY 10030,112,4,2,(646) 755-8161,American (New),0
hV26aNvpfq5g34SI6_gvJA,Mama Rao Cucina Italiana,6408 11th Ave Brooklyn NY 11219,157,4.5,3,(718) 745-2269,Italian,0
hVDL6V_WETTTR4x1oERw0Q,Roro's Gyro,32 Roosevelt Ave Valley Stream NY 11581,88,4.5,1,(516) 341-0585,American (Traditional),0
hVIejxln5ouANt854EdeYQ,George's Diner & Cafe,2369 Westchester Ave Bronx NY 10462,141,4,1,(718) 828-1170,Diners,0
hVUHgZuOH9q0E4jqbJmYkw,Lydig Coffee House,721 Lydig Ave Bronx NY 10462,36,4,1,(718) 829-4517,Coffee & Tea,0
hVqZ4vihjL1gFTD-KdX-Tw,Gennaro,665 Amsterdam Ave New York NY 10025,334,3.5,2,(212) 665-5348,Italian,0
hVwj6y0duUwduoPFDJYmDw,Village Maria,3995 Amboy Rd Staten Island NY 10308,38,2.5,2,(718) 984-2502,Pizza,0
hWfJ9ZA9A6y4hFC6AV7WGg,Kam Man Hibachi,200 Canal St New York NY 10013,9,4,1,(212) 574-4885,Sushi Bars,0
hWmzrNyhPO3phBstCynSvw,Rainhas Churrascaria,108-01 Northern Blvd Corona NY 11368,475,4,3,(718) 779-8808,Brazilian,0
hX3W0hiPOa7r2ipO4Fad0Q,El Portal,179 Elmora Ave Elizabeth NJ 07202,10,4.5,2,(908) 820-0002,Mexican,0
hXMmhvitecsTits5VhNJ9A,Hacienda Ruan,1202 E Broadway Long Beach CA 90802,211,3.5,1,(562) 432-0163,Mexican,0
hXR4JnRtYtn22hLK295uyw,Lee's Sandwiches,6598 Cherry Ave Ste B Long Beach CA 90805,158,3.5,1,(562) 728-1088,Vietnamese,0
hXqf7aEgI4feEzHDpNXHLQ,Poketeria,3 E 36th St New York NY 10016,204,4.5,2,(212) 689-8985,Poke,0
hXqrA_Z3jZ8Q1O6ZehWSwQ,Sami's Kabab House,35-57 Crescent St Astoria NY 11106,162,4.5,2,(917) 832-7165,Afghan,0
hXwMQQ24HIiPPmK6irtRbw,Pasticceria La Torre,158-12 Crossbay Blvd Howard Beach NY 11414,50,4,2,(718) 843-2306,Bakeries,0
hY5TTqnKJT8w9Dhm6ZYi3A,Blank Cafe & Bistro,25 Broadway Brooklyn NY 11249,79,4.5,1,,Cafes,0
hYCGedpqD2W7FTWlM4JRrA,Dyre Fish Market,3828 Dyre Ave Bronx NY 10466,29,4,2,(718) 654-7050,Seafood,0
hYyDOyNDnMKLs3ne50EgDg,Playas Ceviche & Tortas,4501 E Carson St Ste 113 Long Beach CA 90808,102,4.5,1,(562) 377-3645,Seafood,0
h_DqJcOUkCN12acgbYRqBw,HashTag Burgers,3387 Atlantic Ave Long Beach CA 90807,201,4,1,(562) 427-6435,Burgers,0
h_X1VLP4eVHmaQW6yAAbBg,Truva Cafe and Grill,22-41 31st St Astoria NY 11105,262,4,2,(718) 932-6400,Mediterranean,0
h_sq1vPUFjBs2nHb62slDg,Cipriani Dolci,89 E 42nd St New York NY 10017,179,3,3,(212) 973-0999,Italian,0
hb0rKU4pQ1gj50R3QWTysw,Cadman Plaza Park,Cadman Plaza W And Tillary St Brooklyn NY 11201,18,4,0,,Parks,0
hbOWfn_4_cWr8wzHGC-0Bg,Falls Township Dog Park,Wheatsheaf Lane & Penn Valley Rd Bucks PA 19067,9,4.5,0,,Dog Parks,0
hbf0gmP_D7on3WDLI572HQ,Empire Szechuan,4373 Amboy Rd Staten Island NY 10312,43,3,2,(718) 227-2888,Chinese,0
hcMoQDajkgihtGgNwL7k6w,K Pacho,1270 Union Tpke New Hyde Park NY 11040,458,3,2,(516) 358-2222,Mexican,0
hdBhZcdZGHkTESrldAObJg,La Morada Restaurant,308 Willis Ave Bronx NY 10454,119,4.5,2,(718) 292-0235,Mexican,0
hdiuRS9sVZSMReZm4oV5SA,Da Andrea,35 W 13th St New York NY 10011,649,4,2,(212) 367-1979,Italian,0
hdoVPO0EQNxOnKnLNx3DBg,Rawsome Treats,158 Orchard St New York NY 10002,44,4.5,3,(646) 767-0373,Desserts,0
hdvS2wHPpU1qu8bsZmMaKA,Old Town Cafe,137 Main St Seal Beach CA 90740,278,4.5,1,(562) 430-4377,Breakfast & Brunch,0
hdvw9SQZ8cee8PoHE4fSPA,Lee's Hoagie House,506 S Oxford Valley Rd Fairless Hills PA 19030,21,3,2,(215) 547-1300,Cheesesteaks,0
heM6XLWvfYuivaf2IjBMFQ,Wong Good Hand Pull Noodle,5924 8th Ave Brooklyn NY 11220,109,4,1,(718) 492-7568,Chinese,0
hemsJKNncqsFiOAY_5v2rQ,Taco Fun,32-67 Francis Lewis Blvd Flushing NY 11358,47,2.5,1,(718) 358-2333,Tacos,0
hf-NXQo5mKWF4wS92Ku8ig,La Fonda Del Sol,Metlife Building 200 Park Ave New York NY 10166,283,3.5,3,(212) 867-6767,Spanish,0
hf5RPbX9v_xVQ1TTYXUklg,Pizzeria Uno,16 E River Piers New York NY 10005,8,2.5,0,,Pizza,0
hfMtSdxRsC3JQP3yrm6nag,Claw Daddy's,185 Orchard St New York NY 10002,1040,4,2,(646) 590-6816,Cajun/Creole,0
hgsodKhYFrzhZX5-DLc8QA,Son Cubano,40-4 Riverwalk Pl West New York NJ 07093,723,3,3,(201) 399-2020,Cuban,0
hgwnIf9c9_IvY40YhdqQfw,The Ainsworth,122 W 26th St New York NY 10001,512,3,2,(212) 741-0645,Sports Bars,0
hh0ae47ojPqq3USCRLmAjg,Tomoe Sushi,172 Thompson St New York NY 10012,812,4,3,(212) 777-9346,Sushi Bars,0
hhI249mdp4nKf6XfKjRtfQ,Tracy's Bar & Grill,5511 E Spring St Long Beach CA 90808,162,3.5,2,(562) 421-1726,Karaoke,0
hhNhU-Lili1DimLWkdmERA,At the Wallace,3612 Broadway New York NY 10031,147,4.5,2,(212) 234-6896,Sports Bars,0
hhoIsXaSEEqkB9br2EUc3w,The Gnarly Vine Wine Bar,501 Main St New Rochelle NY 10801,79,4,2,(914) 355-2541,Wine Bars,0
hhp1is5dG3JyfRfRIX8VCg,Lindy's,825 7th Ave New York NY 10019,528,2,2,(212) 767-8344,Delis,0
hhqUkocxtcnILE4hKFCoPg,Tutto il Giorno,114 Franklin St New York NY 10013,65,3.5,3,(212) 274-8100,Cocktail Bars,0
hhz_Gdsc1qA6HcdOxWkm7w,SaVino's Restaurant & Pizzeria,88 Alantic Ave Lynbrook NY 11563,71,3.5,2,(516) 596-1600,Pizza,0
hiTfA7vnxDSLv77nl6UQXQ,St. Anselm,355 Metropolitan Ave Brooklyn NY 11211,707,4,3,(718) 384-5054,American (New),0
hipHdEuiQNwmzxgOnZSlhQ,LongHorn Steakhouse,907 Bayonne Crossing Way Bayonne NJ 07002,103,2.5,2,(201) 858-0976,Steakhouses,0
hk3ohp_A4L4UgWTexDxf_Q,Gallaghers Steakhouse,228 West 52nd St New York NY 10019,739,4,3,(212) 586-5000,Steakhouses,0
hkeMbvsLVrVgdpU_XRDvRA,STATE Grill and Bar,Empire State Building 350 5th Ave New York NY 10118,98,4,3,(212) 216-9693,Bars,0
hlJnwmsxFQ9uB3JtRwJQJg,Agern,89 E 42nd St Grand Central Terminal New York NY 10017,124,4,4,(646) 568-4018,Scandinavian,0
hlWzIFUi9N6NrHGl8F9dQQ,Foley Square,101 Worth St New York NY 10013,10,3.5,0,(212) 619-1322,Landmarks & Historical Buildings,0
hm3WCg3YFGPG-rEAMxpBGg,Pret A Manger,179 Broadway New York NY 10007,63,3.5,1,(646) 558-8745,Sandwiches,0
hmdm-dO72hLsMQwQRcGEUQ,Atrium Dumbo,15 Main St Brooklyn NY 11201,499,4,2,(718) 858-1095,American (Traditional),0
hmndKMvCwTzXSAPp4KmGYg,Bayou,1072 Bay St Staten Island NY 10305,324,4,2,(718) 273-4383,Cajun/Creole,0
hmwa4FyeLqwNTe6CNTA5tw,Fioro,191 Pearl St New York NY 10038,45,4,1,(646) 870-7876,Italian,0
hmx8vUMYJPTbfgN8c7A5LA,El Aguila Dorada Restaurant,830 Broadway Bayonne NJ 07002,252,4,2,(201) 858-0033,Mexican,0
hnqo9r10LQLzDynaqmFnhw,Cove Lounge,325 Lenox Ave New York NY 10027,211,3.5,2,(212) 665-3455,Lounges,0
hp-b03hu3jrEFcBFetdWpQ,City View,93 Bowery New York NY 10002,18,3,3,,Lounges,0
hpRrYBbKUqv8ewFKDjbjoA,Gersi,316 Court St Brooklyn NY 11231,147,4.5,2,(347) 889-5077,Italian,0
hpzm2ZMMccvsm3etCxnJEw,Le Chéile,839 W 181st St New York NY 10033,292,4,2,(212) 740-3111,Irish,0
hqUqnXcMwtyt6QcuPyvfXg,Kowloon City Cafe,195-09 69th Ave Fresh Meadows NY 11365,12,4,1,(917) 300-2518,Coffee & Tea,0
hrURGD65Y3P226i0rQoX6g,Lucca,3019 Westchester Ave Bronx NY 10461,38,4,2,(718) 892-8282,Italian,0
hsy7u1-SlaAGz6OGlJJnmA,Waloy Bakery,67 E Broadway New York NY 10002,1,3,1,(212) 962-6375,Restaurants,0
ht4cYKND60exInZA_HLrGw,Tony's Port Washington Pizza,57 Main St Port Washington NY 11050,35,3.5,1,(516) 767-8003,Pizza,0
htIr37p1Q15OsNqZKhmFsQ,Debbie's Cafe,100 Oceangate Long Beach CA 90802,33,4,1,(562) 590-7177,Cafes,0
htXRzg3a3jMQt3mg_zM-yQ,Wowfulls,309 E Houston St New York NY 10002,249,4.5,1,(917) 299-4616,Desserts,0
hthvpEL7JEbfxfD6iP9axQ,DeStefano's Steakhouse,89 Conselyea St Brooklyn NY 11211,638,4.5,3,(718) 384-2836,Steakhouses,0
htoLLZW9bvNlxWfMFa9kEA,Napoleon's Southern Cuisine & Bakery,1180 Bedford Ave Brooklyn NY 11216,119,4,2,(347) 663-3069,Bakeries,0
hu2bo4hZueedSKBimTAqOw,Humboldt and Jackson,434 Humboldt St Williamsburg NY 11211,92,4.5,2,(718) 349-3355,American (New),0
hul0NZyGfsLFFVVZlMjgRA,Belle Harbor Steak House,268 Beach 116th St Rockaway Park NY 11694,61,4,2,(718) 318-5100,Steakhouses,0
hvMbN42EaHlZoHMS3degLg,Bar Tano,457 3rd Ave Brooklyn NY 11215,214,4,2,(718) 499-3400,Bars,0
hvPtJ8P0TaHn4TP6TvcjSg,Taliercio's Gourmet Deli,500 Rt 35 Middletown NJ 07748,76,4.5,2,(732) 576-1888,Delis,0
hvi63FpI8TIhvVLFsvfKWQ,Angelo's,146 Mulberry St New York NY 10013,383,3.5,3,(212) 966-1277,Italian,0
hw8ziubXsFocun6KR04VVg,Malecon Restaurant,4141 Broadway New York NY 10033,598,4,2,(212) 927-3812,Latin American,0
hw9FyXzf67gZG33fUp5ySw,Confectionery,440 E 9th St New York NY 10009,60,5,2,(646) 869-0133,Chocolatiers & Shops,0
hwR54p9AWwrOATd41l351w,Alberto Restaurant,9831 Metropolitan Ave Forest Hills NY 11375,143,4,3,(718) 268-7860,Italian,0
hwnwbvypfgOuRVvsvF5uTQ,Pieology Pizzeria,5027 Lakewood Blvd Ste 63 Lakewood CA 90712,578,4,1,(562) 634-2625,Pizza,0
hyD6TtdGZ0tGDvL9ZEvYCQ,Z Two Restaurant Diner and Lounge,2925 Veterans Rd W Staten Island NY 10309,151,3,2,(718) 356-6800,Diners,0
hyK14x0o8023avREMoUr5Q,Kabuki Japanese Restaurant,11431 South Street Cerritos CA 90703,767,3.5,2,(562) 467-8003,Sushi Bars,0
hyQ-1CEn9dHZfdP0PSaMTg,Porto Rico Importing Company,201 Bleecker St New York NY 10012,398,4.5,1,(212) 477-5421,Coffee & Tea,0
hycyjKPVWQMdGIwvQpFsPw,Morningside Coffee & Biscuits,547B Malcolm X Blvd New York NY 10037,127,4.5,1,(917) 639-3181,Coffee & Tea,0
hz50-p9Oa_RcTYPSjiD_Ig,Long Island Bagel Cafe - Mineola,175 East Jericho Tpke Mineola NY 11501,21,4.5,1,(516) 427-5454,Bagels,0
hzPBADaUBQEL30MGrvKsww,Il Tinello Ristorante Italiano,16 W 56th St New York NY 10019,204,4.5,4,(212) 245-4388,Italian,0
i-0RO1FyX5sJddjMJZdHsw,Caffe Cafe,8401 3rd Ave Brooklyn NY 11209,119,3.5,1,(718) 748-8700,Coffee & Tea,0
i-pIkOZDCv7UVwFyMO5QlQ,Li's Happy Family,8 New Dorp Ln Staten Island NY 10306,5,2.5,1,(718) 351-1999,Chinese,0
i-xQaCux-7E4JKXBa6RRyA,The Mark Hotel Bar,25 E 77th Manhattan NY 10075,40,3.5,3,(212) 744-4300,Lounges,0
i0pTGtQYAPseFcAryoWj4A,Bagel Supreme,9401 5th Ave Brooklyn NY 11209,46,4,1,(718) 745-1108,Bagels,0
i1J4n6L7hgyTOAVSZ824mQ,Super FL Mart,52 Jericho Tpke Mineola NY 11501,42,4.5,2,(516) 873-0888,Grocery,0
i1NItz0rJsQenOKZYSWbig,Court Deli,96 E 161st St Bronx NY 10451,70,3.5,2,(718) 993-1380,Delis,0
i1eA3GawUFL-e_DbL_rg1w,Hua Ji Pork Chop Fast Food,7 Allen St New York NY 10002,68,4,1,(212) 219-9876,Chinese,0
i1fs2DRTIoKy1sNr3Gx-5g,Vibes,143-06 Liberty Ave Jamaica NY 11435,116,4,2,(718) 262-0433,Seafood,0
i1fs2DRTIoKy1sNr3Gx-5g,Vibes,143-06 Liberty Ave Jamaica NY 11435,117,4,2,(718) 262-0433,Seafood,0
i277tCMFmhgjBW8C6DMQXg,Starbucks,2890 N Bellflower Blvd Ste A-1 Long Beach CA 90815,159,3,1,(562) 420-1317,Coffee & Tea,0
i2qRs4quOMPunkh6B7DelQ,IL Toscano Ristorante,4205 235th St Douglaston NY 11363,142,4,3,(718) 631-0300,Italian,0
i34wlziIjT8lHgUN1o0ToQ,The Shakespeare,24 E 39th St New York NY 10016,303,4,2,(646) 837-6779,Pubs,0
i38R1KxL99JoG-Ns7FyyGw,12 Chairs,56 MacDougal St New York NY 10012,355,4,2,(212) 254-8640,Middle Eastern,0
i3Axt0bOA8cNlaKL7KRMKw,Bogart's Coffee House,905 Ocean Ave Seal Beach CA 90740,218,4,1,(562) 431-2226,Coffee & Tea,0
i4TzhIY8z0KIaBBH1iLZLA,Il Poeta,98-04 Metropolitan Ave Forest Hills NY 11375,179,4,2,(718) 544-4223,Italian,0
i4dDEzBTsJf_Y7Nes5QjJg,The Cheese Store of Cedarhurst,532 Central Ave Cedarhurst NY 11516,11,4,2,(516) 295-3099,Cheese Shops,0
i55b5IU3r9zfekhICKRWMg,New Pizza Professor,14125 Jewel Ave Flushing NY 11367,35,4,1,(718) 261-3336,Pizza,0
i5F5PkREa2juRtNZt8oFlA,Corlears Hook Park Dog Run,Jackson At Cherry St Manhattan NY 10002,3,2.5,0,,Pets,0
i5cdbiw1KRyg4w0X44ZBwA,Mezzaluna,1295 3rd Ave New York NY 10021,107,3.5,3,(212) 535-9600,Italian,0
i66wTfSG50VEMvzJNYm8Sw,The Sound Bite,737 9th Ave New York NY 10019,25,4.5,3,(917) 409-5868,American (New),0
i6TXF9Oh-0TFb3AsifIuYg,The Crown Inn,724 Franklin Ave Brooklyn NY 11238,182,4,2,,Bars,0
i6UIu3QC2aESANgOR9aycA,Lula Bagel,816 Nostrand Ave Brooklyn NY 11216,188,4,1,(718) 778-0581,Bagels,0
i6ZZF-f_6uHvAVQkWMC5Og,Crocheron Park,215-01 35th Ave Bayside NY 11361,24,4.5,0,,Parks,0
i8MPKMSBoqw4LGBkDTUg2g,Benihana,920 Merchants Concourse Westbury NY 11590,230,2.5,2,(516) 222-6091,Japanese,0
i8YZVplHb2XNzqUZd9wjAg,Cafe Baci,1636 Old Country Rd Westbury NY 11590,653,4,2,(516) 832-8888,Italian,0
i8dv6TDQYcgDB-SDjf2eEw,Domino's Pizza,1789 Victory Blvd Staten Island NY 10314,16,2,0,(718) 208-4900,Chicken Wings,0
i8ejDDR4COtukAAA1Ls5fw,Soba-ya,229 E 9th St New York NY 10003,1271,4,2,(212) 533-6966,Japanese,1
i8kqcgqano7FN3RL_L92KQ,Cucina Di Vargas,12 Franklin Ave Hewlett NY 11557,15,4,3,(516) 596-7260,Italian,0
i8xHBnCEKCWuho3dGNGYMQ,Pastry Lover's Choice,370 Van Duzer St Staten Island NY 10304,9,5,1,(917) 830-0146,Bakeries,0
i94JAgo72ttCDBWFoIrCgA,Sol Hyang Ki,13673 41st Ave Flushing NY 11355,39,2.5,2,(718) 353-8160,Chinese,0
i9DMuNCOqD0M7XRc5z2DgA,Lareira Restaurant,66 E Jericho Tpke Mineola NY 11501,30,4,2,(516) 248-2004,Portuguese,0
i9W3EVA6FjB6lWWSEmhndA,Sake Bar Decibel,240 E 9th St New York NY 10003,856,4,2,(212) 979-2733,Bars,0
iAE7TKGPMQZV__HUGHjH6Q,PepperJack Grill,316 Manor Rd Staten Island NY 10314,131,3.5,2,(718) 816-6466,American (New),0
iAoHFfB_T8U31PhIzD-o_g,Mastro's Steakhouse,1285 Avenue of the Americas New York NY 10019,452,4.5,4,(212) 459-1222,Steakhouses,0
iBPQRnM_TMQX6tYdjCbCXA,Vai Restaurant,429 Amsterdam Ave New York NY 10024,316,4,3,(212) 362-4500,Italian,0
iBfIEBwhBBpM7WqcLlWAbg,Seeda Thai Restaurant,28 N Central Ave Valley Stream NY 11580,136,3.5,2,(516) 561-2626,Thai,0
iBm8YTqNwrddsxWdqLPK-A,Caracas Arepa Bar,91 E 7th St New York NY 10009,2441,4,2,(212) 228-5062,Venezuelan,1
iBv3jR8lxH2e9dV42Sca0g,Super Power,722 Nostrand Ave Brooklyn NY 11216,88,4.5,2,(718) 484-0020,Cocktail Bars,0
iC_ePG8F90xkoHP0L8Xyrw,Arby's,505 S Oxford Valley Rd Fairless Hills PA 19030,6,2.5,1,(215) 945-9818,Fast Food,0
iD3OVPRiGL5j1zB5sHkd1Q,BBQ Lamb Sticks,136-55 Roosevelt Ave Flushing NY 11354,16,4,1,,Chinese,0
iDIsp46bjx4ALMtf6VJo2A,New York Sports Bar,John F Kennedy International Airport Terminal 8 Jamaica NY 11464,22,3,2,(866) 508-3558,Sports Bars,0
iEUXrUUqGfUhpgYYSr5Zig,Da Nico Ristorante,164 Mulberry St New York NY 10013,560,3.5,2,(212) 343-1212,Italian,0
iFzwRwix6wSWYWrIDbbpiw,Farmer & The Fish- Gramercy,245 Park Ave S New York NY 10003,168,3.5,3,(646) 998-5991,American (Traditional),0
iG784T4ALySu25M0x-9rzA,Pat's Pizza & Bistro,8630 New Falls Rd Levittown PA 19054,26,3.5,2,(215) 943-5000,Italian,0
iGAHR-jePVOq8qgbjhbIqg,Lenora's Cafe,18 W Front St Keyport NJ 07735,127,4.5,1,(732) 217-1483,Breakfast & Brunch,0
iGJorB_v-L_Zo2Wz74NAqw,Union Pool,484 Union Ave Brooklyn NY 11211,560,3.5,2,(718) 609-0484,Bars,0
iGonCEvDXwwxjABRdwQ0sQ,Giuliana's,4105 Hylan Blvd Staten Island NY 10308,68,4,2,(718) 317-8507,Italian,0
iHiEMvbpLzNYTMsd5-VnQw,Jacob Restaurant,373 Lenox Ave New York NY 10027,268,4,2,(212) 866-3663,Soul Food,0
iHmBWf-QuwzqvCL-ZebITw,Ignited Restaurant & Lounge,3027 Steinway St Astoria NY 11103,193,4.5,2,(718) 412-2414,Hookah Bars,0
iHwhkW0LLlu81ZCir-lFQA,Gari Columbus,370 Columbus Ave New York NY 10024,305,4,4,(212) 362-4816,Sushi Bars,0
iI81iBoJPsIT0w4TW3QCxw,Mojito Cafe & Lounge,109 Main St Port Washington NY 11050,38,3,2,(516) 439-4667,Breakfast & Brunch,0
iIADpRjhBp3uibtU3WGN4Q,Jade Island Chinese Restaurant,969 US Hwy 206 Bordentown NJ 08505,49,3,2,(609) 324-7200,Chinese,0
iIWMaISFp4K50oHFfq2Oxw,The Cast Iron Pot,356 Bergen Blvd Fairview NJ 07022,285,4,2,(201) 840-1870,Korean,0
iIixO6VbKitogJGBRIalYA,Keybar,432 E 13th St New York NY 10009,528,4,1,(212) 478-3021,Lounges,0
iIlCtM59qnOqy2wmCTEz7A,IHOP,25402 Rockaway Blvd Rosedale NY 11422,44,4,2,(718) 978-6689,Breakfast & Brunch,0
iJ4Xoehb0N8Npok-CYMwIQ,Burgerology,226 Merrick Rd Rockville Centre NY 11570,309,3.5,2,(516) 600-9720,Desserts,0
iJUoxnxbCtVDMek4keHJFQ,Pokito,155 S 4th St Brooklyn NY 11211,77,4.5,2,(917) 909-1542,Bars,0
iJci5KN7H39D3JXHiNBDKw,H.I.M Ital Health Food Market,4374B White Plains Rd Bronx NY 10466,28,4.5,1,(718) 798-0018,Health Markets,0
iJtJ3W_o0uHtHmLkcjI3Gw,Cafe Frederick Harlem Parlor,2104 Frederick Douglass Blvd New York NY 10026,89,4,2,(212) 222-1987,Cafes,0
iK2jJQA72XRjf4nUD3cAnA,Tortilleria Mexicana Los Hermanos,271 Starr St Brooklyn NY 11237,630,4,1,(718) 456-3422,Mexican,0
iK5SXhZj05XE2h7TrY7kIg,G-Bar,575 Grand Concourse Bronx NY 10451,94,3.5,2,(718) 402-6996,Lounges,0
iKv8UHV5jTqf4QGdwCmQ-w,Sofias Ristorante Italiano,8406 3rd Ave Brooklyn NY 11209,121,4,2,(718) 680-4242,Italian,0
iL9U6DG4ZdPrnMhXeSPIzA,JOE & THE JUICE,67 Spring St New York NY 10012,280,4,1,,Cafes,0
iLfVLcX_Y1f9JAu9fhA6nQ,Sofia's Pizza,112-15 Linden Blvd South Ozone Park NY 11420,114,3.5,2,(718) 845-6250,Pizza,0
iM18Ipd26wIcdAW5Bc268Q,Steelhead Coffee,1208 E Wardlow Rd Long Beach CA 90807,341,4.5,1,(562) 989-0000,Coffee & Tea,0
iM3zYjjmnJ06VVmxvTo9eQ,Nitecap,151 Rivington St New York NY 10002,260,4,2,,Cocktail Bars,0
iMHYzkhrvREZnGsLCf5Hsg,Everybody Eats,294 3rd Ave Brooklyn NY 11215,38,4.5,2,(718) 369-7444,Bakeries,0
iMMLn_LaPhalRHI4mRr4Xg,The Potholder Cafe,3700 E Broadway Long Beach CA 90803,890,4,2,(562) 433-9305,Diners,0
iMkk09jgIHrgAwnzStbk1Q,Wawa,1522 Rt 38 Lumberton NJ 08048,6,3,1,(609) 267-3474,Convenience Stores,0
iMlCfute7BKB0vuXLlupYA,Empire Steak House,237 W 54th St New York NY 10019,196,3,3,(212) 586-9700,Steakhouses,0
iNA1ljXvsX8R11NuY6GSMw,Rumba's Cafe,513 Central Ave Jersey City NJ 07307,234,4.5,1,(201) 216-9655,Cuban,0
iNiq1vgWpEa48jlPAce8wQ,The Thirsty Koala,35-12 Ditmars Blvd Astoria NY 11105,869,4,2,(718) 626-5430,Australian,0
iPE3nbYTMeQUILrCZBY4mw,Rice & Miso Everyday,Dumbo Under The Archway New York NY 11201,2,4,0,,Japanese,0
iPLXtSD442PQXnlC5jAqbg,Cucina Fresca,2110 Richmond Rd Ste 6 Staten Island NY 10306,55,4.5,2,(718) 667-5152,Pizza,0
iPlaqfZfoOrG1f_tMpDTsw,Thanh Da,6008 7th Ave Brooklyn NY 11220,275,3.5,1,(718) 492-3253,Vietnamese,0
iQB37FNqD_G5_QMrp9ovnw,Jadis,42 Rivington St New York NY 10002,468,4,2,(212) 254-1675,French,0
